,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,AcceptedCmpOverall,groupAge,NumPurchases,MntProducts,Education,compraron_mes,NoAccepterCmpOverall,Accmost1,marital_status,Kidhomemost1,teenhomemost1,AcceptDeal
458,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,64,2655,0,1,0,0,0,0,0,1,0,0,0,Old Adults,22,856,education_Graduation,1,1,0,marital_Married,0,1,1
459,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,48,2210,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,4,29,education_PhD,1,1,0,marital_Single,1,1,1
460,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,43,2196,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,16,494,education_Master,0,1,0,marital_Married,0,1,1
461,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,48,2773,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,15,438,education_PhD,1,1,0,marital_Married,0,1,1
462,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,43,2765,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,14,387,education_Graduation,1,1,0,marital_Married,1,0,1
463,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,47,2340,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,5,46,education_Master,1,1,0,marital_Married,1,0,1
464,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,48,2481,1,0,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,5,54,education_Master,1,1,0,marital_Divorced,1,0,1
465,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,46,2838,0,0,1,0,0,0,0,1,0,0,1,Middle-Aged Adults,10,224,education_Graduation,0,0,0,marital_Single,1,0,1
466,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,45,2401,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,11,261,education_Graduation,0,1,0,marital_Married,0,1,1
467,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,60,2786,0,0,0,1,0,0,0,0,1,0,0,Old Adults,18,729,education_Master,1,1,0,marital_Together,0,0,1
468,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,56,2812,1,0,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,28,877,education_PhD,1,1,0,marital_Divorced,0,0,1
469,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,44,2386,0,0,0,1,0,0,0,0,1,0,0,Middle-Aged Adults,15,1003,education_Master,0,1,0,marital_Together,0,1,1
470,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,46,2527,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,19,645,education_Graduation,1,1,0,marital_Married,0,1,1
471,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,51,2313,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,4,19,education_Graduation,0,1,0,marital_Married,1,0,1
472,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,68,2768,0,0,0,0,1,1,0,0,0,0,0,Old Adults,9,191,education_2n Cycle,1,1,0,marital_Widow,0,0,1
473,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,62,2802,0,0,0,1,0,0,0,0,0,1,0,Old Adults,19,1958,education_PhD,0,1,0,marital_Together,0,1,1
474,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,44,2732,1,0,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,12,295,education_Graduation,1,1,0,marital_Divorced,1,0,1
475,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,65,2651,0,0,0,1,0,0,0,1,0,0,1,Old Adults,21,1682,education_Graduation,1,0,0,marital_Together,0,0,1
476,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,56,2692,0,0,1,0,0,0,0,0,1,0,0,Middle-Aged Adults,11,770,education_Master,1,1,0,marital_Single,0,1,1
477,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,76,2373,1,0,0,0,0,0,0,0,0,1,1,Old Adults,19,656,education_PhD,1,0,0,marital_Divorced,0,0,1
478,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,58,2601,1,0,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,19,651,education_Master,1,1,0,marital_Divorced,0,1,1
479,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,42,2244,1,0,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,5,41,education_Graduation,0,1,0,marital_Divorced,0,1,1
480,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,49,2593,0,0,0,1,0,0,0,0,0,1,0,Middle-Aged Adults,17,1799,education_PhD,1,1,0,marital_Together,0,1,1
481,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,71,2197,0,0,0,1,0,0,0,0,0,1,0,Old Adults,24,976,education_PhD,1,1,0,marital_Together,0,1,1
482,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,76,2611,0,1,0,0,0,0,0,1,0,0,0,Old Adults,20,725,education_Graduation,0,1,0,marital_Married,0,0,1
483,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,70,2851,0,0,0,1,0,0,0,1,0,0,0,Old Adults,4,40,education_Graduation,1,1,0,marital_Together,1,1,1
484,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,59,2385,0,0,0,1,0,0,0,0,1,0,0,Middle-Aged Adults,4,32,education_Master,0,1,0,marital_Together,0,1,1
485,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,30,2706,0,1,0,0,0,0,1,0,0,0,0,Young Adults,8,155,education_Basic,0,1,0,marital_Married,0,0,1
486,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,35,2833,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,19,1292,education_PhD,1,1,0,marital_Married,1,0,1
487,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,64,2532,0,0,0,1,0,0,0,0,1,0,0,Old Adults,4,40,education_Master,1,1,0,marital_Together,0,1,1
488,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,67,2758,0,0,0,0,1,0,0,1,0,0,0,Old Adults,26,1102,education_Graduation,0,1,0,marital_Widow,0,0,1
489,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,44,2368,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,23,916,education_Graduation,1,1,0,marital_Married,0,1,1
490,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,31,2504,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,21,1073,education_Graduation,1,1,0,marital_Single,0,0,1
491,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,28,2532,0,1,0,0,0,0,0,1,0,0,0,Young Adults,7,117,education_Graduation,1,1,0,marital_Married,0,0,1
492,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,61,2719,1,0,0,0,0,0,0,1,0,0,0,Old Adults,19,671,education_Graduation,1,1,0,marital_Divorced,0,1,1
493,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,39,2559,0,0,0,1,0,0,0,0,0,1,1,Middle-Aged Adults,9,185,education_PhD,1,0,0,marital_Together,1,0,1
494,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,41,2617,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,22,852,education_Graduation,0,1,0,marital_Single,0,1,1
495,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,56,2411,0,1,0,0,0,0,0,1,0,0,1,Middle-Aged Adults,13,341,education_Graduation,1,0,0,marital_Married,0,1,1
496,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,61,2263,0,0,0,1,0,0,0,0,1,0,1,Old Adults,18,1869,education_Master,1,0,0,marital_Together,0,0,1
497,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,74,2573,0,0,0,1,0,0,0,0,0,1,0,Old Adults,13,345,education_PhD,1,1,0,marital_Together,0,1,1
498,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,45,2600,0,0,1,0,0,0,0,0,1,0,0,Middle-Aged Adults,21,2062,education_Master,1,1,0,marital_Single,0,0,1
499,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,59,2670,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,7,118,education_Graduation,0,1,0,marital_Married,1,1,1
500,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,30,2523,0,0,1,0,0,0,0,1,0,0,0,Young Adults,4,31,education_Graduation,1,1,0,marital_Single,1,0,1
501,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,61,2469,0,0,0,1,0,0,0,1,0,0,0,Old Adults,16,702,education_Graduation,0,1,0,marital_Together,0,0,1
502,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,76,2279,0,1,0,0,0,0,0,0,1,0,2,Old Adults,19,1902,education_Master,0,0,1,marital_Married,0,0,1
503,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,55,2312,1,0,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,5,42,education_Graduation,1,1,0,marital_Divorced,1,1,1
504,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,33,2279,0,0,1,0,0,0,0,0,1,0,1,Middle-Aged Adults,12,1476,education_Master,1,0,0,marital_Single,0,0,1
505,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,29,2476,0,1,0,0,0,0,0,1,0,0,0,Young Adults,12,300,education_Graduation,1,1,0,marital_Married,0,0,1
506,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,67,2796,0,1,0,0,0,0,0,1,0,0,2,Old Adults,15,1661,education_Graduation,1,0,1,marital_Married,0,0,1
507,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,33,2818,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,7,125,education_Graduation,1,1,0,marital_Married,1,0,1
508,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,34,2731,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,4,40,education_Graduation,1,1,0,marital_Married,1,0,1
509,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,62,2373,0,0,0,1,0,0,0,0,0,1,0,Old Adults,19,1279,education_PhD,0,1,0,marital_Together,0,0,1
510,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,43,2180,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,14,407,education_Master,1,1,0,marital_Married,0,0,1
511,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,56,2845,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,16,1775,education_Graduation,0,1,0,marital_Single,0,0,1
512,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,60,2397,0,1,0,0,0,0,0,0,0,1,0,Old Adults,13,340,education_PhD,1,1,0,marital_Married,1,1,1
513,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,45,2658,0,0,0,0,1,1,0,0,0,0,0,Middle-Aged Adults,15,460,education_2n Cycle,1,1,0,marital_Widow,0,1,1
514,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,51,2443,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,16,1114,education_Graduation,1,1,0,marital_Single,0,1,1
515,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,43,2170,0,0,0,1,0,0,0,0,1,0,1,Middle-Aged Adults,16,484,education_Master,1,0,0,marital_Together,1,1,1
516,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,58,2590,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,10,222,education_Graduation,1,1,0,marital_Married,1,1,1
517,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,38,2536,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,5,40,education_Graduation,1,1,0,marital_Single,1,0,1
518,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,69,2603,0,0,0,1,0,0,0,0,1,0,0,Old Adults,12,304,education_Master,1,1,0,marital_Together,0,1,1
519,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,53,2321,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,6,89,education_Graduation,0,1,0,marital_Together,0,1,1
520,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,53,2293,1,0,0,0,0,0,0,1,0,0,1,Middle-Aged Adults,15,1032,education_Graduation,0,0,0,marital_Divorced,0,0,1
521,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,68,2484,0,0,0,1,0,1,0,0,0,0,0,Old Adults,10,226,education_2n Cycle,1,1,0,marital_Together,0,1,1
522,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,39,2347,0,0,1,0,0,0,0,0,1,0,0,Middle-Aged Adults,6,50,education_Master,1,1,0,marital_Single,1,0,1
523,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,43,2393,0,0,0,1,0,1,0,0,0,0,0,Middle-Aged Adults,6,32,education_2n Cycle,1,1,0,marital_Together,1,0,1
524,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,51,2851,0,0,0,0,1,0,0,1,0,0,0,Middle-Aged Adults,9,182,education_Graduation,1,1,0,marital_Widow,0,1,1
525,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,36,2737,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,12,304,education_PhD,1,1,0,marital_Single,1,0,1
526,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,38,2485,0,1,0,0,0,0,0,0,0,1,2,Middle-Aged Adults,19,1919,education_PhD,0,0,1,marital_Married,0,0,1
527,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,44,2549,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,18,608,education_Graduation,1,1,0,marital_Together,0,1,1
528,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,30,2272,0,1,0,0,0,1,0,0,0,0,0,Young Adults,6,35,education_2n Cycle,1,1,0,marital_Married,1,0,1
529,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,56,2332,0,0,0,0,1,0,0,1,0,0,0,Middle-Aged Adults,13,1554,education_Graduation,1,1,0,marital_Widow,0,0,1
530,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,40,2367,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,7,124,education_Graduation,1,1,0,marital_Married,1,0,1
531,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,52,2313,0,1,0,0,0,0,0,1,0,0,1,Middle-Aged Adults,6,41,education_Graduation,1,0,0,marital_Married,1,1,1
532,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,47,2251,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,4,20,education_Master,1,1,0,marital_Married,1,1,1
533,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,57,2249,0,0,1,0,0,1,0,0,0,0,0,Middle-Aged Adults,5,36,education_2n Cycle,1,1,0,marital_Single,1,1,1
534,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,31,2241,0,0,1,0,0,0,0,1,0,0,1,Middle-Aged Adults,6,57,education_Graduation,0,0,0,marital_Single,1,0,1
535,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,49,2301,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,16,492,education_PhD,1,1,0,marital_Single,0,1,1
536,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,57,2596,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,7,120,education_Graduation,1,1,0,marital_Married,0,0,1
537,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,71,2394,0,1,0,0,0,0,0,0,1,0,0,Old Adults,24,961,education_Master,0,1,0,marital_Married,0,0,1
538,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,68,2814,0,0,0,1,0,0,0,1,0,0,0,Old Adults,10,225,education_Graduation,1,1,0,marital_Together,1,1,1
539,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,42,2644,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,19,677,education_PhD,1,1,0,marital_Single,1,0,1
540,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,38,2609,0,1,0,0,0,0,0,1,0,0,1,Middle-Aged Adults,18,1661,education_Graduation,0,0,0,marital_Married,0,0,1
541,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,0,1,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,6,47,education_2n Cycle,0,1,0,marital_Married,0,0,1
542,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,61,2562,0,0,0,1,0,0,0,1,0,0,4,Old Adults,19,1924,education_Graduation,1,0,1,marital_Together,0,1,1
543,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,42,2452,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,6,66,education_Graduation,0,1,0,marital_Married,1,0,1
544,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,40,2537,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,19,1534,education_Graduation,1,1,0,marital_Single,0,0,0
545,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,49,2528,0,0,0,1,0,0,0,0,1,0,0,Middle-Aged Adults,24,758,education_Master,0,1,0,marital_Together,0,1,1
546,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,0,1,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,21,806,education_2n Cycle,0,1,0,marital_Married,0,1,1
547,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,57,2395,1,0,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,12,307,education_PhD,0,1,0,marital_Divorced,0,1,1
548,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,70,2181,0,0,0,1,0,0,0,0,0,1,0,Old Adults,10,225,education_PhD,1,1,0,marital_Together,0,1,1
549,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,58,2730,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,15,1023,education_Graduation,1,1,0,marital_Single,0,1,1
550,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,69,2454,0,0,0,1,0,0,0,0,1,0,0,Old Adults,3,10,education_Master,1,1,0,marital_Together,1,1,1
551,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,41,2518,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,3,17,education_Graduation,1,1,0,marital_Single,0,1,1
552,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,50,2728,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,3,16,education_Graduation,0,1,0,marital_Together,1,1,1
553,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,46,2814,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,11,263,education_Graduation,0,1,0,marital_Married,0,1,1
554,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,52,2312,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,4,37,education_PhD,1,1,0,marital_Married,1,1,1
555,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,42,2448,0,0,1,0,0,1,0,0,0,0,0,Middle-Aged Adults,8,153,education_2n Cycle,1,1,0,marital_Single,1,0,1
556,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,50,2491,0,0,0,1,0,0,0,0,0,1,0,Middle-Aged Adults,11,259,education_PhD,0,1,0,marital_Together,0,1,1
557,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,39,2429,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,5,62,education_Master,1,1,0,marital_Married,1,0,1
558,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,43,2673,0,1,0,0,0,0,0,0,0,1,3,Middle-Aged Adults,18,1206,education_PhD,0,0,1,marital_Married,0,1,1
559,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,52,2248,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,8,152,education_Graduation,0,1,0,marital_Married,1,1,1
560,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,50,2469,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,6,42,education_Graduation,1,1,0,marital_Married,1,1,1
561,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,54,2445,0,0,0,1,0,0,0,0,0,1,0,Middle-Aged Adults,6,67,education_PhD,1,1,0,marital_Together,1,1,1
562,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,64,2514,0,0,0,1,0,0,0,0,1,0,0,Old Adults,10,223,education_Master,1,1,0,marital_Together,1,1,1
563,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,46,2755,0,1,0,0,0,0,0,0,0,1,1,Middle-Aged Adults,10,213,education_PhD,1,0,0,marital_Married,1,1,1
564,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,69,2627,0,0,0,1,0,0,0,1,0,0,0,Old Adults,13,345,education_Graduation,1,1,0,marital_Together,0,1,1
565,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,53,2411,0,0,0,1,0,1,0,0,0,0,0,Middle-Aged Adults,4,37,education_2n Cycle,1,1,0,marital_Together,1,1,1
566,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,69,2599,0,1,0,0,0,0,0,0,1,0,0,Old Adults,6,91,education_Master,1,1,0,marital_Married,0,0,1
567,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,37,2246,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,5,53,education_Graduation,1,1,0,marital_Together,1,0,1
568,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,49,2231,0,0,0,1,0,1,0,0,0,0,0,Middle-Aged Adults,7,54,education_2n Cycle,0,1,0,marital_Together,1,1,1
569,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,65,2803,0,0,0,0,1,0,0,1,0,0,3,Old Adults,21,1643,education_Graduation,1,0,1,marital_Widow,0,0,1
570,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,59,2447,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,18,600,education_Master,1,1,0,marital_Married,0,1,1
571,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,65,2202,0,0,0,1,0,0,0,1,0,0,1,Old Adults,15,443,education_Graduation,0,0,0,marital_Together,0,1,1
572,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,61,2472,0,0,0,1,0,0,0,1,0,0,0,Old Adults,5,33,education_Graduation,1,1,0,marital_Together,0,0,1
573,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,36,2784,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,5,64,education_PhD,1,1,0,marital_Single,1,0,1
574,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,45,2723,0,1,0,0,0,0,0,0,1,0,2,Middle-Aged Adults,21,2066,education_Master,0,0,1,marital_Married,0,0,0
575,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,55,2390,0,0,1,0,0,0,0,0,1,0,0,Middle-Aged Adults,19,1313,education_Master,1,1,0,marital_Single,0,0,1
576,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,43,2309,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,4,33,education_Graduation,0,1,0,marital_Together,1,0,1
